country,name,full_name,tag,isin,id,currency,symbol
brazil,Banco do Estado de Sergipe,Banco do Estado de Sergipe SA,banco-do-estado-de-sergipe-ord,BRBGIPACNOR1,993007,BRL,BGIP3
brazil,FII Banrisul Novas Fronteiras,FII Banrisul Novas Fronteiras,fii-banrisul-novas-fronteiras,BRBNFSCTF000,993008,BRL,BNFS11
brazil,FII Castello Branco Office,FII Castello Branco Office,fii-castello-branco-office,BRCBOPCTF001,993009,BRL,CBOP11
brazil,CEB,Companhia Energetica de Brasilia CEB,companhia-energetica-de-brasilia,BRCEBRACNOR5,993010,BRL,CEBR3
brazil,Cedro Cachoeira,Companhia de Fiacao e Tecidos Cedro Cachoeira,companhia-de-fiacao-e-tecidos-cedro,BRCEDOACNOR8,993011,BRL,CEDO3
brazil,FIP Infra-Estr BB Votorantim Ener Sustentavel II A,FIP Infra-Estr BB Votorantim Ener Sustentavel II A,fip-infra-estr-bb-votorantim-ii-a,BRESUDCTF004,993012,BRL,ESUD11
brazil,FIP Infra-Estr BB Votorantim Ener Sustentavel III,FIP Infra-Estr BB Votorantim Ener Sustentavel III A,fip-infra-estr-bb-votorantim-iii-a,BRESUTCTF000,993013,BRL,ESUT11
brazil,FII Industrial do Brasil,FII Industrial do Brasil,fii-industrial-do-brasil,BRFIIBCTF001,993014,BRL,FIIB11
brazil,FII Vida Nova,FII Vida Nova,fii-vida-nova,BRFIVNCTF009,993015,BRL,FIVN11
brazil,FII Memorial Office,FII Memorial Office,fii-memorial-office,BRFMOFCTF010,993016,BRL,FMOF11
brazil,FINOR,FI do Nordeste FINOR,fi-do-nordeste-finor,BRFNORCTF013,993017,BRL,FNOR11
brazil,FI Setoriais Fiset Pesca,Fundo de Investimentos Setoriais Fiset Pesca,fi-setoriais-fiset-pesca,BRFSPECTF017,993018,BRL,FSPE11
brazil,Fuente Internacional de Servicios para Turistas,Fuente Internacional de Servicios para Turistas Ltd,fuente-internacional-de-servicios,BRFSTUCTF015,993019,BRL,FSTU11
brazil,Celgpar,Companhia Celg de Participacoes Celgpar,companhia-celg-de-participacoes,BRGPARACNOR4,993020,BRL,GPAR3
brazil,CSHG GR Louveira FII,CSHG GR Louveira FII,cshg-gr-louveira-fii,BRGRLVCTF002,993021,BRL,GRLV11
brazil,Cemepe Investimentos,Cemepe Investimentos SA,cemepe-investimentos-sa,BRMAPTACNOR8,993022,BRL,MAPT3
brazil,MMX Mineracao e Metalicos,MMX Mineracao e Metalicos SA,mmx-mineracao-e-metalicos-sa,BRMMXMTRV000,993023,BRL,MMXM11
brazil,FII Panamby,FII Panamby,fii-panamby,BRPABYCTF012,993024,BRL,PABY11
brazil,Panatlantica,Panatlantica SA,panatlantica-sa,BRPATIACNPR3,993025,BRL,PATI4
brazil,Polo FII Recebiveis Imobiliarios I,Polo FII Recebiveis Imobiliarios I,polo-fii-recebiveis-imobiliarios-i,BRPLRICTF000,993026,BRL,PLRI11
brazil,Polo FII Recebiveis Imobiliarios II,Polo FII Recebiveis Imobiliarios II,polo-fii-recebiveis-imobiliarios-ii,BRPORDCTF005,993027,BRL,PORD11
brazil,FII RB Capital Desenvolvimento Residencial II,FII RB Capital Desenvolvimento Residencial II,fii-rb-capital-desenvolvimento-r-ii,BRRBDSCTF006,993028,BRL,RBDS11
brazil,Alfa Holdings,Alfa Holdings SA,alfa-holdings-sa,BRRPADACNOR1,993030,BRL,RPAD3
brazil,SCP FII,SCP FII,scp-fii,BRSCPFCTF003,993031,BRL,SCPF11
brazil,Ferrovia Centro Atlantica,Ferrovia Centro Atlantica SA,ferrovia-centro-atlantica-sa,BRVSPTACNOR1,993032,BRL,VSPT3
brazil,FIP XP Omega I,FIP XP Omega I,fip-xp-omega-i,BRXPOMCTF004,993033,BRL,XPOM11
brazil,Marcopolo,Marcopolo SA Pref,marcopolo-sa,BRPOMOR02PR0,994427,EUR,POMO10
brazil,AIG BDR,American International Group BDR,american-international-group-bdr,BRAIGBBDR007,994837,BRL,AIGB34
brazil,Duke Energy,Duke Energy Corp,duke-energy-corp,BRDUKBBDR008,996058,BRL,DUKB34
brazil,Movida Participacoes,Movida Participacoes SA,movida-participacoes-sa,BRMOVIACNOR0,996059,BRL,MOVI3
brazil,Instituto Hermes Pardini,Instituto Hermes Pardini SA,instituto-hermes-pardini-sa,BRPARDACNOR1,996172,BRL,PARD3
brazil,Banco BTG,Banco BTG Pactual SA,banco-btg-pactual-sa,BRBPACUNT006,996550,BRL,BPAC11
brazil,BTG Pactual Unit,BTG Pactual Participations Ltd Unit,btg-pactual-participations-ltd-12,BRPPLAUNT007,997133,BRL,PPLA11
brazil,American Airlines DRC,American Airlines Group Inc DRC,american-airlines-group-inc-br,BRAALLBDR003,998081,BRL,AALL34
brazil,General Motors,General Motors Co,general-motors-co-br,BRGMCOBDR008,998082,BRL,GMCO34
brazil,L Brands DRC,L Brands Inc DRC,l-brands-inc,BRLBRNBDR001,998083,BRL,LBRN34
brazil,Twitter,Twitter Inc,twitter-inc-br,BRTWTRBDR007,998084,BRL,TWTR34
brazil,Union Pacific,Union Pacific Corp,union-pacific-corp-br,BRUPACBDR001,998085,BRL,UPAC34
brazil,Renova Energia,Renova Energia SA,renova-energia-sa,BRRNEWACNOR8,1006465,BRL,RNEW3
brazil,Renova Energia Pref,Renova Energia SA Pref,renova-energia-sa-pref,BRRNEWACNPR5,1006466,BRL,RNEW4
brazil,Azul SA Pref,Azul SA Pref,azul-sa-pref,BRAZULACNPR4,1008677,BRL,AZUL4
brazil,Kinea Private Equity,Kinea Private Equity Investimentos SA,kinea-private-equity-investimentos,BRKNIPCTF001,1009365,BRL,KNIP11
brazil,Tenda,Construtora Tenda SA,construtora-tenda-sa,BRTENDACNOR4,1009367,BRL,TEND3
brazil,Tesla Motors DRC,Tesla Motors Inc DRC,tesla-motors-inc-drc,BRTSLABDR008,1013379,BRL,TSLA34
brazil,Atacadao,Atacadao SA,atacadao-sa,BRCRFBACNOR2,1025085,BRL,CRFB3
brazil,Biotoscana Invest,Biotoscana Investments SA,biotoscana-investments-sa,BRGBIOBDR008,1025086,BRL,GBIO33
brazil,Omega Geracao,Omega Geracao SA,omega-geracao,BROMGEACNOR0,1030994,BRL,OMGE3
brazil,IRB Brasil Resseguros,IRB Brasil Resseguros SA,irb-brasil-resseguros,BRIRBRACNOR4,1030995,BRL,IRBR3
brazil,GGR Covepi Renda FII,GGR Covepi Renda Fundo de Investimento Imobiliario,ggr-covepi-renda-fii,BRGGRCCTF002,1031342,BRL,GGRC11
brazil,Rio Paranapanema Energia,Rio Paranapanema Energia SA,rio-paranapanema-energia,BRGEPAACNOR2,1036829,BRL,GEPA3
brazil,SANEPAR ON N2,Companhia de Saneamento do Parana Sanepar,sanepar-on-n2,BRSAPRACNOR9,1037051,BRL,SAPR3
brazil,Camil Alimentos,Camil Alimentos SA,camil-alimentos-sa,BRCAMLACNOR3,1050758,BRL,CAML3
brazil,Vinci Shopping Centers FII,Vinci Shopping Centers Fundo de Investimento Imobiliario FII,vinci-shopping-centers-fii,BRVISCCTF005,1054839,BRL,VISC11
brazil,Suzano Papel Celulose,Suzano Papel e Celulose SA,suzano-papel-celulose,BRSUZBACNOR0,1055002,BRL,SUZB3
brazil,Parana Sanepar Unit,Companhia de Saneamento do Parana Sanepar Unit,parana-sanepar-unit,BRSAPRCDAM13,1055134,BRL,SAPR11
brazil,Petrobras Distribuidora,Petrobras Distribuidora SA,petrobras-distribuidora,BRBRDTACNOR1,1056489,BRL,BRDT3
brazil,NEOENERGIA,NEOENERGIA SA,neoenergia,BRNEOEACNOR3,1056490,BRL,NEOE3
brazil,BK BRASIL OPERACAO,BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES SA,bk-brasil-operacao,BRBKBRACNOR4,1056491,BRL,BKBR3
brazil,Fomento Economico Mexicano DRC,Fomento Economico Mexicano SAB de CV DRC,fomento-economico-mexicano-drc,BRFMXBBDR003,1057064,BRL,FMXB34
brazil,Celgene DRC,Celgene Corp DRC,celgene-drc,BRCLGNBDR002,1059850,BRL,CLGN34
brazil,Honeywell DRC,Honeywell International Inc DRC,honeywell-drc,BRHONBBDR006,1059858,BRL,HONB34
brazil,Alianza Trust Renda Imobiliaria,Alianza Trust Renda Imobiliaria FII,alianza-trust-renda-imobiliaria-fii,BRALZRCTF006,1059885,BRL,ALZR11
brazil,Gafisa,Gafisa SA,gafisa,BRGFSAD04OR2,1062253,BRL,GFSA1
brazil,DuPont Nemours,DuPont de Nemours Inc,dowdupont-bdr,BRDDNBBDR008,1062873,BRL,DDNB34
brazil,UBS BDR,UBS Group AG BDR,ubs-bdr,BRUBSGBDR004,1062877,BRL,UBSG34
brazil,Textil Renauxview Pref,Textil Renauxview SA Pref,textil-renauxview,BRTXRXACNPR0,1072033,BRL,TXRX4
brazil,Ourinvest JPP FII,Ourinvest JPP Fundo de Investimento Imobiliario FII,ourinvest-jpp-fii,BROUJPCTF006,1072297,BRL,OUJP11
brazil,Bradesco Carteira Ativa FII,Bradesco Carteira Imobiliária Ativa FII,bradesco-carteira-ativa-fii,BRBCIACTF005,1072298,BRL,BCIA11
brazil,Boston Properties DRC,Boston Properties Inc DRC,boston-properties-drc,BRBOXPBDR008,1072433,BRL,BOXP34
brazil,GoPro BDR,GoPro Inc BDR,gopro-bdr,BRGPROBDR009,1072436,BRL,GPRO34
brazil,Companhia Melhoramentos,Companhia Melhoramentos de Sao Paulo,companhia-melhoramentos,BRMSPAACNOR0,1072991,BRL,MSPA3
brazil,Hedge Top Fofii 3 FII,Hedge Top Fofii 3 Fundo De Investimento Imobiliario,hedge-top-fofii-3-fii,,1073009,BRL,HFOF11
brazil,FII RBR ALPHA Fundo,FII RBR ALPHA Fundo de Fundos,fii-rbr-alpha-fundo-de-fundos,BRRBRFCTF003,1073104,BRL,RBRF11
brazil,Hapvida,Hapvida Participacoes e Investimentos,hapvida-participacoes-investimentos,BRHAPVACNOR4,1073236,BRL,HAPV3
brazil,Notre Dame,Notre Dame Intermedica Participacoes,notre-dame-intermedica-participacoe,BRGNDIACNOR2,1073664,BRL,GNDI3
brazil,Banco Inter PN,Banco Inter SA Pref,banco-inter-sa,BRBIDIACNPR0,1075215,BRL,BIDI4
brazil,Jereissati Participacoes,Jereissati Participacoes SA,jereissati-participacoes,BRJPSAACNOR6,1075236,BRL,JPSA3
brazil,GP Invest DRC A,GP Investments Ltd DRC Class A,gp-invest-drc-a,BRGPIVBDR003,1075237,BRL,GPIV33
brazil,IRIDIUM RECEBÍVEIS IMOBILIÁRIOS,IRIDIUM RECEBÍVEIS IMOBILIÁRIOS,iridium-recebiveis-imobiliarios,BRIRDMCTF004,1075601,BRL,IRDM11
brazil,CSHG TOP FOFII 2,CSHG TOP FOFII 2 FII,cshg-top-fofii-2-fii,BRFOFTCTF007,1076734,BRL,FOFT11
brazil,FII CYRELA THERA CORPORATE,FII CYRELA THERA CORPORATE,fii-cyrela-thera-corporate,BRTHRACTF007,1079237,BRL,THRA11
brazil,TAEE Pref,Transmissora Alianca de Energia Eletrica SA Pref,taee-pref,BRTAEEACNPR6,1081679,BRL,TAEE4
brazil,Banco Inter PN Termo,Banco Inter PN Termo,banco-inter-pref,BRBIDITNP002,1088179,BRL,BIDI4T
brazil,XP LOG FII,XP LOG FDO INV IMOB CF,xp-log-fdo-inv-imob-cf,BRXPLGCTF002,1089403,BRL,XPLG11
brazil,FII RBR Rendimento High Grade,FII RBR Rendimento High Grade,fii-rbr-rendimento-high-grade,BRRBRRCTF008,1091188,BRL,RBRR11
brazil,Fundo Inves,FII Shopping West Plaza,fundo-inves-imb-sh?cid=1096212,BRWPLZCTF004,1096212,BRL,WPLZ11
brazil,FII Mogno Fundo De Fundos,FII Mogno Fundo De Fundos,fii-mogno-fundo-de-fundos,BRMGFFCTF008,1097556,BRL,MGFF11
brazil,FII TG Ativo Real,FII TG Ativo Real,fii-tg-ativo-real,BRTGARCTF009,1097557,BRL,TGAR11
brazil,CSHG RENDA URBANA FII,CSHG RENDA URBANA FII,cshg-renda-urbana-fii,BRHGRUCTF002,1097720,BRL,HGRU11
brazil,Alupar Invest,Alupar Investimento SA,alupar-invest,BRALUPACNOR8,1115730,BRL,ALUP3
brazil,Alupar Invest Pref,Alupar Investimento SA Pref,alupar-invest-pref,BRALUPACNPR5,1115771,BRL,ALUP4
brazil,Log Commercial Properties,Log Commercial Properties e Participacoes SA,log-commercial-properties,BRLOGGACNOR7,1116249,BRL,LOGG3
brazil,KINEA HIGH YIELD CRI FII,KINEA HIGH YIELD CRI FII,kinea-high-yield-cri-fii,BRKNHYCTF005,1116297,BRL,KNHY11
brazil,OURINVESTY CYRELA FII,OURINVESTY CYRELA FII,ourinvesty-cyrela-fii,BROUCYCTF003,1116298,BRL,OUCY11
brazil,FII VIA PARQUE SHOPPING,FII VIA PARQUE SHOPPING,fii-via-parque-shopping,BRFVPQCTF015,1116506,BRL,FVPQ11
brazil,Taurus Armas Right Series B,Taurus Armas Right Series B,taurus-armas-right-series-b,BRTASAN01PR8,1118035,BRL,TASA13
brazil,Taurus Armas Right Series C,Taurus Armas Right Series C,taurus-armas-right-series-c,BRTASAN03PR4,1118036,BRL,TASA15
brazil,Taurus Armas Right Series D,Taurus Armas Right Series D,taurus-armas-right-series-d,BRTASAN02PR6,1118037,BRL,TASA17
brazil,Brazilian Graveyard and Death Care Services FII,Brazilian Graveyard and Death Care Services FII,brazilian-graveyard-and-death-fii,BRCARECTF000,1121203,BRL,CARE11
brazil,TAEE 3,Transmissora Alianca de Energia Eletrica SA,taee-3,BRTAEEACNOR9,1122213,BRL,TAEE3
brazil,FII XP Industrial,FII XP Industrial,fii-xp-industrial,BRXPINCTF004,1122438,BRL,XPIN11
brazil,FI Imobiliario Votorantim Shopping,FI Imobiliario Votorantim Shopping,fi-imobiliario-votorantim-shopping,BRVSHOCTF002,1123133,BRL,VSHO11
brazil,Dommo Energia,Dommo Energia SA,dommo-energia,BRDMMON01OR4,1123352,BRL,DMMO11
brazil,Azevedo Travassos,Azevedo & Travassos SA,azevedo-travassos,BRAZEVACNOR0,1123426,BRL,AZEV3
brazil,Sao Paulo Turismo,Sao Paulo Turismo SA,sao-paulo-turismo,BRAHEBACNOR0,1123732,BRL,AHEB3
brazil,Baumer,Baumer SA,baumer,BRBALMACNOR5,1123733,BRL,BALM3
brazil,Banco BTG Pactual,Banco BTG Pactual SA,banco-btg-pactual,BRBPACACNOR7,1123734,BRL,BPAC3
brazil,Electro Aco Altona,Electro Aco Altona SA,electro-aco-altona,BREALTACNOR4,1123735,BRL,EALT3
brazil,Encorpar,Empresa Nacional de Comercio Redito e Participacoes SA Encorpar,empresa-nacional,BRECPRACNOR5,1123736,BRL,ECPR3
brazil,Haga Industria Comercio,Haga SA Industria e Comercio,haga-industria-comercio,BRHAGAACNOR7,1123737,BRL,HAGA3
brazil,Itautec,Itautec SA Grupo Itautec,itautec,BRITECACNOR6,1123738,BRL,ITEC3
brazil,Eletrobras Eletropar,Eletrobras Participacoes SA Eletropar,eletrobras-eletropar,BRLIPRACNOR7,1123739,BRL,LIPR3
brazil,Panatlantica,Panatlantica SA,panatlantica,BRPATIACNOR6,1123740,BRL,PATI3
brazil,Alianca Bahia,Companhia de Participacoes Alianca da Bahia,alianca-bahia,BRPEABACNOR3,1123741,BRL,PEAB3
brazil,Sul America Pref,Sul America SA Pref,sul-america-pref,BRSULAACNOR2,1123742,BRL,SULA3
brazil,Banco BTG Pactual Pref,Banco BTG Pactual SA Pref,banco-btg-pactual-pref,BRBPACACNPA0,1123743,BRL,BPAC5
brazil,Alfa Administracao Pref E,Consorcio Alfa de Administracao SA Pref Series E,alfa-administracao-pref-e,BRBRGEACNPE1,1123744,BRL,BRGE11
brazil,Alfa Administracao Pref F,Consorcio Alfa de Administracao SA Pref Series F,alfa-administracao-pref-f,BRBRGEACNPF8,1123745,BRL,BRGE12
brazil,Alfa Administracao Pref,Consorcio Alfa de Administracao SA Pref,alfa-administracao-pref,BRBRGEACNPB7,1123746,BRL,BRGE6
brazil,Eletricas Para CELPA Pref B,Centrais Eletricas do Para SA CELPA Pref Series B,eletricas-para-celpa-pref-b,BRCELPACNPB9,1123747,BRL,CELP6
brazil,Eletricas Para CELPA Pref  C,Centrais Eletricas do Para SA CELPA Pref Series C,eletricas-para-celpa-pref-c,BRCELPACNPC7,1123748,BRL,CELP7
brazil,Correa Ribeiro,Correa Ribeiro SA Comercio e Industria,correa-ribeiro,BRCORRACNPR7,1123749,BRL,CORR4
brazil,Estadual Geracao Transmissao,Companhia Estadual de Geracao e Transmissao de Energia Eletrica CEEE GT,estadual-geracao-transmissao,BREEELACNPR5,1123750,BRL,EEEL4
brazil,Energisa Mato Grosso,Energisa Mato Grosso Distribuidora de Energia SA,energisa-mato-grosso,BRENMTACNPR2,1123751,BRL,ENMT4
brazil,Trevisa Invest,Trevisa Investimentos SA,trevisa-invest,BRLUXMACNPR4,1123752,BRL,LUXM4
brazil,Mendes Junior,Mendes Junior Engenharia SA,mendes-junior,BRMENDACNPB0,1123753,BRL,MEND6
brazil,Mercantil Brasil Financeira,Mercantil do Brasil Financeira SA Credito Financiamento e Investimentos,mercantil-brasil-financeira,BRMERCACNPR9,1123754,BRL,MERC4
brazil,Metalurgica Riosulense,Metalurgica Riosulense SA,metalurgica-riosulense,BRRSULACNPR3,1123755,BRL,RSUL4
brazil,Sul America,Sul America SA,sul-america,BRSULAACNPR9,1123756,BRL,SULA4
brazil,Minerva,Minerva SA,minerva,BRBEEFN02OR8,1123757,BRL,BEEF11
brazil,Industrias JB Duarte Right 1,Industrias JB Duarte SA Right 1,industrias-jb-duarte-right-1,BRJBDUD16OR9,1123758,BRL,JBDU1
brazil,Industrias JB Duarte Right 2,Industrias JB Duarte SA Right 2,industrias-jb-duarte-right-2,BRJBDUD16PR6,1123759,BRL,JBDU2
brazil,Log-in Logistica Right,Log-in Logistica Intermodal SA Right,log-in-logistica-right,BRLOGNN01OR7,1123760,BRL,LOGN12
brazil,Iochpe Maxion Right 12,Iochpe Maxion SA Right 12,iochpe-maxion-right-12,BRMYPKN02OR9,1123762,BRL,MYPK12
brazil,PATRIA EDIFICIOS CORPORATIVOS FII,PATRIA EDIFICIOS CORPORATIVOS FII,patria-edificios-corporativos-fii,BRPATCCTF002,1127933,BRL,PATC11
brazil,BRADESCO ON,Banco Bradesco,bradesco-on-n1?cid=1127941,BRBBDCACNOR1,1127941,BRL,BBDC3
brazil,VALORA RE III FII,VALORA RE III FI IMOBILIARIO,valora-re-iii-fi-imobiliario,BRVGIRCTF008,1128659,BRL,VGIR11
brazil,VINCI LOGISTICA FII,VINCI LOGISTICA FII,vinci-logistica-fii,BRVILGCTF001,1128665,BRL,VILG11
brazil,Grupo SBF,Grupo SBF,grupo-sbf-sa,BRCNTOACNOR5,1128957,BRL,CNTO3
brazil,FII BTG PACTUAL CREDITO IMOBILIARIO,FII BTG PACTUAL CREDITO IMOBILIARIO,fii-btg-pactual-credito-imobiliario,BRBTCRCTF006,1128960,BRL,BTCR11
brazil,Grupo Vamos,Grupo Vamos SA,grupo-vamos-sa,BRVAMOACNOR7,1129147,BRL,VAMO3
brazil,Cambuci Pref,Cambuci SA Pref,cambuci-pref,BRCAMBR03PR2,1129328,BRL,CAMB10
brazil,Banco Indusval,Banco Indusval SA,banco-indusval,BRIDVLR05OR1,1131045,BRL,IDVL9
brazil,Mercadolibre BDR,Mercadolibre Inc BDR,mercadolibre-bdr,BRMELIBDR006,1131046,BRL,MELI34
brazil,Monteiro Aranha,Monteiro Aranha SA,monteiro-aranha,BRMOARACNOR5,1131277,BRL,MOAR3
brazil,FII Rio Bravo Rendo Varejo,FII Rio Bravo Rendo Varejo,fii-rio-bravo-rendo-varejo,BRRBVACTF006,1131594,BRL,RBVA11
brazil,MRS Logistica,MRS Logistica SA,mrs-logistica,BRMRSAACNOR6,1135950,BRL,MRSA3B
brazil,FI Imobiliario Votorantim Logistica,FI Imobiliario Votorantim Logistica,fi-imobiliario-votorantim-logistica,BRVTLTCTF001,1135979,BRL,VTLT11
brazil,FII Green Towers,FII Green Towers,fii-green-towers,BRGTWRCTF003,1141682,BRL,GTWR11
brazil,Banco Inter Unit,Banco Inter Unit,banco-inter-unt,BRBIDICDAXX3,1141840,BRL,BIDI11
brazil,Banco Inter ON,Banco Inter ON,banco-inter,BRBIDIACNOR3,1141841,BRL,BIDI3
